0.00000000 0.00000000 -1.83577867 0.00000000 -0.00000001 7.32508736 0.00000000 0.00000000 -1.27246732 0.00000000 -0.00000001 0.15153340 0.00000000 -0.00000000 -0.00727700 0.03453435 0.09213552 0.02452929 -0.03453434 -0.09213552 0.02452929 0.00000000 0.00000000 -0.06041100 -0.03383109 -0.05823340 0.04008151 0.03383109 0.05823340 0.04008151
-1.57504627 -20.29198106 -0.00185433 -3.28872446 0.37288186 -0.00478989 1.19837521 0.43252244 0.00080904 0.20102424 1.04331744 0.00041398 0.14717320 0.04113606 0.00003711 0.03360214 0.08663162 -0.02732012 0.03353286 0.08647512 0.02731562 0.45520337 0.12507223 0.00000351 -0.28198118 -0.04443048 -0.09891914 -0.28193744 -0.04446802 0.09889652
0.32076698 1.67443498 0.79347412 0.25285846 -0.58509829 6.77163783 -0.14495439 -0.25627982 -1.17049444 -0.24146961 -0.30865327 0.12698496 0.04757330 0.12375568 0.01881957 -0.02313642 -0.06629701 -0.05515932 -0.03153528 -0.06131904 -0.00670718 0.05879892 -0.03304997 0.00492596 0.04355887 0.02712322 -0.08326376 -0.02441043 -0.03096736 0.02327404
-0.75581385 16.43916415 -1.13533960 0.94415573 0.69595562 7.36030638 -0.20260852 0.33937820 -1.02641916 0.19762641 -2.78791850 0.03377854 -0.12670416 -0.20513258 -0.03529003 0.06540553 0.03216636 -0.01326398 -0.12547951 0.08388022 -0.08690985 0.00109981 0.02547805 -0.01574315 -0.14268188 0.02772174 0.25256847 0.20903839 0.00702044 -0.25368870
0.35117255 1.41896718 -0.50087911 0.13108076 0.05788908 -5.46384924 -0.16655990 -0.04650524 0.92973876 -0.26337492 -0.07669025 -0.02010539 0.02628772 0.06983057 -0.00471122 -0.04858194 -0.10719312 -0.00134820 0.00782220 0.02142691 0.04499721 -0.00886735 -0.00591320 0.00024826 0.01666042 0.01630931 0.01997771 0.01374280 -0.02279674 -0.00728589
-0.51273259 3.43851183 4.79805167 -1.06969271 2.85384732 5.44937657 0.49212261 0.56488482 -0.67323790 0.55072911 -0.86162176 -0.07408272 0.00645448 0.00732262 -0.04443384 -0.03811897 -0.07264847 0.04677726 0.02682165 0.02516683 -0.00582706 -0.03308222 -0.02164451 -0.03192671 -0.02306855 0.10753722 -0.05234489 -0.00981691 -0.04098677 0.01701954
0.47068207 2.11042011 -4.59369971 0.48784555 -2.21996070 4.53117356 -0.25105730 -0.43247488 -0.61709973 -0.84045046 -0.41833128 0.08138894 -0.02774858 -0.02611136 -0.05424883 0.00029284 -0.00929312 0.00354651 -0.03282840 0.05268848 0.02364477 -0.10638698 -0.08527515 0.02136596 0.00044226 -0.06094596 -0.04640281 -0.02380475 0.00073194 -0.02401238
1.75823733 8.96022508 -6.38042998 3.27134122 -3.00976433 -0.83016869 -1.49507692 -0.96391211 -0.04323009 -0.59709188 -0.69064034 0.22871618 -0.07967109 -0.09761038 0.03006190 -0.09735717 -0.04363673 0.00922251 -0.01649788 -0.01960392 -0.03813667 0.01463466 0.18003262 0.18167110 0.28886571 0.15103008 -0.15915101 -0.00914998 -0.21136447 0.03988800
0.58993627 0.94933045 5.53061787 0.38429617 -1.12415464 -5.11488554 -0.15278419 -0.35139943 0.98088190 -0.51212132 -0.27402739 -0.60610995 -0.03187434 0.06526064 -0.00364442 -0.00427668 -0.00573749 0.00013537 0.00716617 -0.05642168 0.04315864 0.01503521 0.04508928 -0.00986486 -0.02311171 -0.07875547 0.02369358 0.01099534 0.01994323 -0.05147132
0.41899056 -2.78359717 -0.30120216 -0.48054972 0.39243449 -4.68451370 0.11610118 0.02178882 0.80543942 -0.28881164 -0.00490432 0.03007961 -0.02963164 -0.07573677 0.00172180 0.02482572 0.01068430 0.03989293 0.03682416 0.08710445 -0.00525453 0.02559338 0.03055502 -0.01672565 -0.03106528 0.00343933 -0.01956262 -0.01565293 -0.02999612 0.02411877
-2.67163269 8.11516679 -7.83092677 -2.25538938 3.21947405 -0.42525135 1.34593362 1.45658123 -0.20535120 0.84114898 0.38091637 0.91313687 0.03034872 -0.00311883 0.03161800 -0.01929981 0.02835427 -0.09774613 -0.01468735 0.00773412 0.04196107 0.13360530 -0.06356029 0.16302403 -0.20665675 0.21939207 0.03881453 -0.20234289 -0.20357553 -0.15158513
