-0.00000000 0.00000000 -1.83605367 -0.00000000 0.00000000 7.32510518 -0.00000000 -0.00000000 -1.27174840 0.00000000 0.00000000 0.15274659 -0.00000000 -0.00000000 -0.00721116 0.03448920 0.09214860 0.02449324 -0.03448920 -0.09214860 0.02449324 -0.00000000 -0.00000000 -0.06032958 -0.03384221 -0.05832116 0.04000934 0.03384220 0.05832116 0.04000934
1.56826149 20.33353741 0.00175973 3.28653899 -0.37659924 0.00455401 -1.19280777 -0.42516509 -0.00077194 -0.20087611 -1.04740713 -0.00039758 -0.14695492 -0.04110237 -0.00003548 -0.03339937 -0.08649988 0.02738491 -0.03333386 -0.08635111 -0.02738052 -0.45614548 -0.12504412 -0.00000417 0.28215546 0.04422460 0.09897505 0.28211482 0.04426125 -0.09895336
4.80762307 -10.77906448 7.87881354 3.62207429 -8.59623897 3.70151892 -3.15223829 -2.40221947 -0.20299746 -3.11437977 0.46720745 1.20137865 -0.01039329 -0.01794445 0.21681676 0.06264653 -0.00076764 -0.17916637 -0.11678182 -0.04603504 -0.09319171 0.48166232 0.04303893 0.11361006 -0.02307476 0.30239480 -0.20965873 0.10346998 -0.33148102 -0.33828842
2.81683287 155.32038657 18.27417572 11.96931073 -0.22309766 133.29859334 -8.14960630 1.08108115 -21.75477368 -0.80566971 -23.67315866 2.09368113 -1.61574353 -2.96295804 0.06111813 0.61053170 0.71709353 -0.02506942 -1.10621947 1.14490462 -0.74389609 -0.18182077 0.43645565 0.00309996 -1.46521664 -0.42145686 2.69143176 2.35766001 0.01580691 -3.05111173
-0.67022182 1.13660632 4.76825432 -0.45762648 0.76463873 5.39033324 0.53621217 0.34701974 -1.03167455 0.34679894 -0.08590315 -0.24946813 -0.01949698 -0.06757293 0.01555339 0.05190118 0.10290251 -0.02027674 -0.01017919 -0.02678009 -0.03397032 0.00115342 0.03929886 -0.03810945 0.01923888 -0.05334916 -0.03465576 -0.13394288 0.03175888 0.03637567
-0.51558019 3.44598835 4.79978283 -1.07199768 2.86006199 5.45375838 0.49506585 0.56525972 -0.67842255 0.55414581 -0.86915729 -0.07600097 0.00695051 0.00656348 -0.04430838 -0.03799695 -0.07246547 0.04662851 0.02602181 0.02554558 -0.00602485 -0.03312318 -0.02258180 -0.03161922 -0.02196636 0.10821163 -0.05148038 -0.00943817 -0.04155122 0.01677618
0.47027845 2.11221720 -4.59397614 0.48840060 -2.22009586 4.52774193 -0.25171292 -0.43306704 -0.61760982 -0.83863008 -0.41855874 0.08109095 -0.02784830 -0.02597171 -0.05424438 0.00038144 -0.00930911 0.00347221 -0.03289176 0.05258311 0.02358560 -0.10634110 -0.08525274 0.02140706 0.00039162 -0.06105669 -0.04635107 -0.02372608 0.00080812 -0.02403796
3.71853541 -1.72250926 -7.22831507 3.29947904 -3.41611474 5.42848980 -1.53840423 -1.42133480 -0.99307621 -1.31902664 0.01234445 0.01924711 -0.03396019 0.02100902 0.04866956 -0.00981005 -0.01458159 -0.04158533 -0.05781566 -0.11816152 -0.07739303 -0.14065373 0.16660370 0.11762499 0.21483619 0.19190271 -0.17799470 0.21765977 -0.22639439 0.16286073
-0.59098798 -0.94904891 -5.53028080 -0.38377100 1.12408494 5.11434555 0.15327382 0.35132525 -0.98124500 0.51169690 0.27397061 0.60607007 0.03193332 -0.06523273 0.00360711 0.00418604 0.00571666 -0.00014856 -0.00710087 0.05635463 -0.04314649 -0.01505308 -0.04511914 0.00985011 0.02307164 0.07873731 -0.02366540 -0.01101551 -0.01994143 0.05149145
-0.60541339 -0.97240795 -4.92000710 -0.72206345 0.88718587 4.59213189 0.49651720 0.31218385 -0.81616465 0.27880151 0.21618861 0.41449903 0.03437704 0.08229459 -0.02166092 0.01864333 -0.01087858 -0.04827400 -0.00483843 -0.04547699 0.01090633 -0.01587743 0.03943310 0.04413403 -0.09650433 -0.07623944 -0.05079773 0.02815490 -0.03382125 0.02952858
